texto,likes,video
faltaron algunos goles pero buen resumen,0,¡TODOS los GOLES del Mundial de Clubes FIFA 2025 e
Ojalá los jugadores colombianos se crean lo que son y no se dejen creer de favoritismos no perder la humildad es importante,0,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
Colombia no es solo Luis día porque James aún sin equipo es el alma y cuerpo de la selección Colombia digan lo que digan Luiz día le falta mucho para ser como James,2,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
Desde una ves les digo Gracias Guerreras,1,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
Ninguna selección hoy en día es fácil,0,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
Y eso  que falta John jader duran y  el jugador del junior enamorado  gran extremo  un crack,7,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
esos periodistas españoles ya me tienen podrido se creen mucha cosa siempre desprecian a colombia,5,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
"Me encanta que menosprecien, más sabor",0,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
Yo prefiero que nos subestimen,1,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
"Que hablen mal, es lo mejor para nuestros jugadores para que se luzcan",0,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
Si la FIFA y los  árbitros   son  equitativos y justos colombia  es campeón está  demostrado🇨🇴👏👏👏👏,5,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
Esooo hablen jajajaja luego veo los videos despues de cada partido pa ver que dicen jajaja,0,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
Puedes decir lo que sea amistoso pero te ganó Colombia cuando España tenía no sé cuántos partidos invictos. 🤷,2,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
"VILLA. _. DIAZ  Y  SUAREZ 
una delantera de Otro NIVEL 😊😊.
Medio  RUCHARD_ JAMES. Y. MOJICA,  ASI TIENE QUE PONER A COLOMBIA  LORENZO",1,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
Muy buenas reacciones,1,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
El día de la quema es cuando se ve el humo ⚽💪 Colombia ganará DIOS MEDIANTE,0,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
Colombia se desinfla en etapas importantes 😂😂😂😂,0,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
"Según los petardos James está pa jubilarse y tiene 33 años y Ronaldo tiene 41 y no se a jubilado y si de talento hablamos James no tiene que embidiarle Ronaldo ya veremos en el mundial la sorpresa,👍🙏",1,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
Es mejor callar bocas y punto.,1,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
Sebastián villa  les pone pelotas  enamorado Jhon jader  esos tres pesan,1,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
"Lo q pasa es q stos comentaristas se enamoran de los nombres de los jugadores q el marquetin engrandece ..
Y se les olvida q los jugadores sur americanos en su selección son Super",7,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
"A Colombia le pasará lo mismo que en el 94, los periodistas colombianos ya lo tienen como finalista serán una decepción",0,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
"Colombia le robaron el mundial 2014, los jugadores lloraron y juraron No volver a sufrir la derrota.
Hasta el último minuto y segundo cambia las reglas del juego",1,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
"A mi me encanta q subestimen a Colombia, siempre lo hacen y tome p q lleve, en la Copa America fue igual y llegamos a la final.",1,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
"No se han enterado que James es jugador de selección más no de club jajajaja podrá jugar en Envigado F.C pero el tipo se pone la amarilla y se vuelve top mundial jajajaja

Edit: Colombia saldrá primera de ese grupo, guarden comentario",0,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
"Por qué no dicen que cristiano también está jubilado?,acaso  creen ustedes que cristiano jugando en la premier va a rendir como lo quieren hacer ver?, no sean payasos con ese tipo",0,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
Jugadores top dicen ellos... Que son jugadores top?.. jajjajaja según ellos jugadores top son los que juegan en equipos grandes ... Y están bien equivocados... Ojalá nos manden a España,0,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
Los de siempre England France Spain Croatia BrasilArgentina  los demas a concacaf,1,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
Que va puro humo con la selección agonia no pasa nada jajaja jajajaja jajajaja,1,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
Colombia no va a quedar de nada todo esto está arreglado y el campeón na hacer Portugal ala selección que más le regalado campeonatos copas es a Argentina,0,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
"Pobrecito quien es Daniel Muñoz.No conoce a Luis J Suárez,? Tiene además excelentes jugadores",5,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
"COLOMBIA NECESITA A SEBASTIAN VILLA POR FAVORRR .
LORENZO SIN ROSCAS. ARIAS NO SIRVE 😢😢😢",0,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
"Colombia juega mejor contra buenos equipos europeos, y Portugal es bueno, muy bueno; pero no es invencible. Colombia puede ganar este partido, aunque yo le iría al empate. Si los españoles le temen a Colombia es porque han probadp esa dinamita.",0,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
"You think so? Let's see how he plays his retirement""James ya está jubilado!"" ?😅😂",5,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
Sebastian villa esta mas que CALIFICADO para la seleccion,1,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
Sería muy loco que Colombia pase a la historia como el equipo al que Cristiano le marque el gol 1000 😮.,1,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
Me encanta qie subestimen a Dudamerica,1,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
"Se Bastian villa el delantero que necesita la selección...sin dudarlo  2 veces, para enfrentar a Portugal SEBSTIAN VILLA.",0,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
Luis diaz🇨🇴el rompe defensa los deja atras y vulnera como si fueran niños de cinco años.,0,&quot;OJO CON COLOMBIA&quot; Reacción de PRENSA MU
"Son de lo Peor los colombetas , dejan afuera a su vecino por su competidor productor de coca",177,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"🇮🇷: irán
🇻🇪🇨🇱🇵🇪: no irán",238,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
La coladera Mier le debe 6 desayunos a Luis Suárez. Lo salvó del escándalo.,209,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
El vídeo más esperado de toda la eliminatoria(?,312,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Colombia después de que convocaron a dayro moreno : Brasil 2002,437,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Desde Bolivia hermanos colombianos, solo me queda decir que la arepa es colombiana 🇨🇴🗿",984,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
El vídeo más esperado por 40 millones de Colombianos,196,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Saludos parceros desde aquí Bolivia 🇧🇴 decimos que la arepa es colombiana 🇨🇴🫵😌,80,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
esa camisa de gerald fue la mufa suprema 😂,246,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Llegué + rapido que Bulo Bulo, clasificandolo a Bolivia al repechaje. Felicidades, desde Arequipa Perú.",98,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
13:54 bajó Dios del cielo y dijo:,34,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Buena la colaboración con Lokillo,49,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"COMENZÓ MI NOVELA, EL CLUB DE LA AGONÍA",58,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Hay que ponerle a Gerald la camiseta del oponente de Colombia en cada enfrentamiento futuro y listo.,63,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
14:03 invitaron a lokillo a ver el partido jajajaja,35,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Venezuela a Colombia: pense que eramos amigos :(,20,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Gracias Colombia, desde Bolivia el corazón de sudamérica , gracias",16,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Casi no socios!!! Todo el día esperando!!!,28,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Gracias hermanos Colombianos🇨🇴🇨🇴🇨🇴🇨🇴 saludos de Bolivia 🇧🇴🇧🇴🇧🇴🇧🇴,8,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Estaba esperando con ansias locas este último episodio del Club de la Ironía de esta eliminatoria. Gracias por alegrarnos la vida a pesar de las tristezas que tenemos todos los días. Un abrazo.,33,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Gerard se convirtió en chamo 🇻🇪🇻🇪🇻🇪🇻🇪🤣🤣🤣🤣🤣🤣,68,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
12:06 paralelismos cinematográficos jajajajajaajjajaajjajajajajajaj,19,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Gracias hermanos colombianos 🇧🇴🇧🇴,4,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Me quedo con la frase: ""hay que descender a Venezuela a Concacaf""",4,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Luis Suárez revelación, esperemos mantenga su nivel para el mundial




EDIT: espero que no haga la de arshavin",82,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Pero es verdad, muchos Venezolanos gozaron cuando perdimos con Argentina la Copa América y con éste partido, según ellos estaba muy fácil.",5,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
GRACIAS hermanos colombianos 😢👍💪👏👏👏y fuerza hermanos venezolanos 💪jallalla mi Bolívia 😭👍💪👏👏👏👏👋un Bol🇧🇴 desde 🇧🇷 muito brigado 🇨🇴🤝,4,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Un partido muy extraño. Venezuela vs. Colombia juegan quizá el mejor partido de las eliminatorias, Colombia marca seis goles, un solo jugador anota cuatro de esos goles, Yerri Mina anota uno y no hay ni una tarjeta, ni siquiera amarilla.",12,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Tranquilos chamos que seguro ganan el segundo set,7,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Un clásico la casa del club de la ironía, noche de eliminatorias, la pizza que nunca falta y la presencia de Gerald el colomboecuatoriano. Saludos cracks seas del país que seas te cagas de risa siempre con sus videos.",5,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Desde Bolivia vamos Colombia !!!,8,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
cuanta maldad tiene colombia le arruinaron la navidad a los venezolanos,186,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Excelente Video Reacción y Solo Me Queda Decir Que la Arepa 😅 es Colombiana 🇨🇴 Saludos 👍,12,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
No hay partido y reacción sin pizza en este canal😋. Saludos desde Perú y felicidades por la gran victoria🇵🇪🙌🇨🇴.,26,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Creo que es el video donde más predicts se tiraron jajajaja, lo de yerry mina, lo de gol de bolivia, lo de que estaba arreglado y después metieron gol jajajaj increíble 😂",5,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Cada vez que hacen un corte aparece un paisano más xD,6,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Brandon y Gerard, se necesitan más club de la ironía para los partidos amistosos de la selección Colombia, saludos 🎉",4,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Excelente la colaboración con loquillo, el club de la ironía creciendo.",5,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Gracias Colombia por salvar el fútbol 🗿,39,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Nadie va estar para trabajar en rappi hoy 😂,12,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Epa lo estuve esperando todo el dia jaja,11,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
El video donde Kbani no sabe si llorar o reír v,4,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
12:00 😂😂 ni se lo creían,7,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Al previo partido de la jornada 18 Me encanta cuando Carlos Lampe Alentó a su equipo 🥲🥲👍🏻,2,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Yo estuve en el estadio de El Alto y nosotros celebramos los goles colombianos, bien hecho 😊😊",2,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Empecé a ver la segunda temporada de la serie un día para vivir,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Casi que no lo suben 😂,5,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"La mejor reacción de toda la eliminatoria, y muchas gracias por los buenos deseos en el repechaje.",2,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Tan bonitos unidos viendo el partido,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Cuando te tumban a un jugador de tu equipo:
""El Señor es mi pastor"".",1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"La evolución del club de la ironía.
De ver qué a Colombia le metan 6 a ver qué Colombia meta 6",5,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Toca que hagas la logística hoy.

Un crack! 😂",4,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
12:07 Paralelismo cinematográfico 🎥🔥,2,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Cambiaron de camara. Se vé mejor. O iluminación?,5,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Santa fe 🇵🇱 y Colombia 🇨🇴 ganaron 😊,4,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"12:47 es arte, es comedia, es realidad, es el todo el el comentario.",19,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Valió cada centavo,69,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Ay más alegría en un entierro que en este vídeo,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
12:44 el señor tirando factos 😂👌,2,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
14:03 Grande Valles-T 😎,4,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Silencio, comenzó mi novela favorita",2,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Llego mi pasatiempo favorito saludos desde floridablanca Santander,24,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
14:05 tirese una trova loquillo jajajaj,3,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Jajajajaj....tenemos el mismo timbre, mi perrita ladra cada vez que suena.",2,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Suárez y Quintero, se ganaron su puesto en el listado de 23, que van al mundial.",1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Colombia tiene un equipazo,3,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
James el mejor 10 de todos los tiempos!!,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Manoooo nunca me imaginé que Gerald era venezolano XDDD,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Gerarld activo el antipoder,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
GRANDE LUCHO VAMO COLOMBIA ☕🇨🇴🇨🇴🇨🇴🇨🇴,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
El Geral con la camisa de Venezuela 😂,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Si esto lo hicieran en vivo se ganan varias apuestas al vivo
Casi siempre pasa lo q dicen jajaja",2,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Felicidades bolivia por ir ala repesca,  y colombia dejando en claro quien manda en el clasico de la arepas
Xd gerard q hiciste mano",4,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
9:11  el señor es mi pastor 😂😂😂,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
10:25 No sabía que habían invitado a Lokillo a ver el partido.,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Esperando esta reacciónes , siempre me hacen reír 😂  esta muy linda la novia de  ""Loquillo""🤭",1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Una recomendación deberían poner el marcador en el video,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"buen video, excelente edición  !!!",0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
¿Cuál es el lore con el Patrón Davinson? 🤔🤔🤔🤔🤔🤔,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
La invitada atendiendo XD,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
No sabia q lokillo era amigo de cavani ¡¡ hay q hablar de la mufa de geral,10,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Bolivia tiene una arepa así de grande,10,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
La pizza estaba rica😂😂,3,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"El señor todavia anda diciendo: se lo advertí, se lo advertí 😅",1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Como se tardan en subir este vídeo siempre, ¿creen que tenemos toda la vida para esperar ?",2,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Lo de la segunda pelota en el campo al final del partido es cine, bolivia es lo mejor 😂😂",0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
estos videos me alegran el día,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Siempre esperando inmediato el club de la ironía amo haha,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Uy invitaron a Lokillo al club de la ironía. Bien ahí subiendo el nivel de los invitados,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Grande Gerard usando la de Venezuela para confundir al antipoder jajajaja,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Exelente redacción muchachos buen video,mi sentido pésame para él que o la que invitó ala 🍕",0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
8:31 😂😂😂😂 celebraba ese,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Silencio que empezo mi novela.,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
14:03 Lokillo?,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Que excelente video,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Soy niño colombia🇨🇴 🤝 🇧🇴,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
las reacciones de brandon son memeables xdxd,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
9:52 me representa,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Llegué más rápido que Suárez marcando Poker,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
🎉🎉🎉❤ viva Colombia🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"😂buen vídeo, el mejor de toda la eliminatoria..",0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Jajajaja esa foto de Davison es clave. Hay que sacarla pal mundial!!!,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Siempre rápidooooo 🎉,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Esa muchachita mucho veía a Brandon no?,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
10:25 Dios bajo y dijo:,6,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Ya no es Gerald , ahora es Yerald  como los venezolanos muchos de sus nombres inician con Y",1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
En esa sala caben 10 más,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Video histórico,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
debo admitir que yo siendo colombiano si me rei de las torpezas de la seleccion incluso cuando casi hace gool venezuela yo tambien dije gol pero no me esperaba que se lo haya comido me hizo el dia ese partido,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Vamos Bolivia saludos palabra de gol,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
No pensaba que el paisano se pondría la camiseta de Venezuela. Yo de Brandon iría pensando en dónde comer después de un torneo de predicciones,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Jajajaja pura alegría, sólo faltó mi NOVIA la tefona❤",0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Gerald Arango!! 🍷😂😂😂,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Ya hemos clasificado,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"0:53 el don ya estaba molesto y lo menos que quería hacer es escucharlos 😂😂
Que lindos, el próximo año estaremos disfrutando sus reacciones",7,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Por qué Gerald tiene la de Venezuela? Jajajaja,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Casi que no, no lo he visto pero buen videoooooo :D",8,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"pq viniste tarde 
yo:",2,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Oiga y la de los melones afuera, fue cancelada?",0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"""Señoras y señores hay noticia en el alto penal para bolivia """,15,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
ESO PASA POR NO HACER LAS TRASNFERENCIAS A TIEMPO EJEJEJEJE,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Casi la suben el siguiente año pero buena reacción,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Ojalá la pizza no venga por Rappi , porque estaría bien escupida",1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
¿¿Cuando van a invitar a subscriptores a una reacción????????,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Que hacia el loquillo de temu con ustedes.,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"""la pizza estaba rica""",0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Felicitaciones a colombia, por ganarle a Venezuela y darle una mano a Bolivia, que hizo lo suyo y ganó su partido, suerte en el repechaje. Muy buen video 😅",0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Geral. Ahora tu propósito es ponerte siempre la camiseta rival.,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"ultimo video del club de la ironia en 2025 con la participación de lokillo, no estuvo la telemelones y gerard activó el antipoder con la camiseta vinotinto a esperar los amistosos",1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Hay uno que se parece a lokillo,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"O sea, si ganaron por 6... pero también les metieron 3... Tienen que trabajar en eso... Saludos desde Ecuador",0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
¿cómo así que todavía existe gente que mete los controles en estuches?,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Gerardo es venezolano 😢 🇻🇪,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Colombia 👍🏼✌🏼💪🏼🇨🇴🕊️,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
😂😂😂 Les llego El RAPI pa celebrar😂,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"A Brandon lo ponen a voltear más que teibolera en tubo, déjenlo ver el partido",0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Ellos nos quitaron el mundial de desayunos,, Nosotros les quitamos su repechaje al mundial, que maravillosa sensación,,, deseenos surte en el repechaje que la vamos a necesitar,,, y como todo buen boliviano opino que LA AREPA ES COLOMBIANA.",22,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"Definitivamente hubo pacto.




*Pacto de no marcar diez*",4,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
12:05 en ese momento algo cambio dentro de gerard algo se quebro,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Definitivamente Gerald mufo a la pobre Venezuela,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Oigan se estaban demorando.,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
14:50 bien x haber invitado a loquillo,8,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Convoquenmeeeeee al club de la ioniaaaa,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Ya me puedo imaginar quién perdió 💸 la apuesta 🤣,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Hidori rose es colombiana,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Por favor que me digan el muro de la lotería. Uno predijo el gol de mina 😮 y el otro predijo penal para Bolivia 😮,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Había que no comer Pizza 🍕,1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
Che una pizza para todos?  La próxima yo invitó la faina. Saludos desde Argentina.,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"jajajaja es verdad, llego Dayro y los delanteros sintieron la presion, llevenlo al mundial DAYRO MORENO jajajjaaa",2,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
"En toda la eliminatoria alguna vez la pizza llegó antes de empezar el partido?
o ya es parte de la tradición?",1,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
El Gerald tiene los dedos torcidos,0,VENEZUELA 3 COLOMBIA 6🔥Eliminatorias United 2026 C
