texto,likes,video
faltaron algunos goles pero buen resumen,0,¡TODOS los GOLES del Mundial de Clubes FIFA 2025 e
El jugadorazo acá es el representante! Impresionante! Jaja,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"😂😂😂😂😂😂🤌🤌🤌🤌
Soy de River y nose que le pasa a ESPN...",21,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Rompe partidos. Ojalá mantenga su cabeza.,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Estara inflado pero poco a poco esta demostrando lo crack q va a ser a futuro,1,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Aquí no es solo él.  Sus compañeros son tan brillantes que entienden su juego. Esto sin un equipo de élite sería imposible se ver. Mérito suyo y de su equipo.,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Allí uno que viene hacer historia. Es y será grande.,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"...y el día que llegue ese gol nos abrazamos todos
Crack",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Mastantuono aporta una dinámica diferente al equipo y eso irá en crecimiento.,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Ese último caño con el revés del pie es de crack total,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"poco a poco se va desatando y desarrollando, ya va a sumar experiencia y va a demostrar.",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
La técnica y talento de los argentinos es inagotable,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Ojalá le vaya bien, es tremendo jugador, el recambio generacional para Argentina 👏 ⚽️",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Tiene carácter, le gusta presionar y anticiparse, la verdad un buen jugador, es cuestión de tiempo que marque un golazo",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"No le pesa la camiseta al chabón, va a ser grande de verdad este",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Ahora si va a estar lindo el Clásico ♥,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Se le abre el arco y y agarrese señores, me devolvió la esperanza vivir para ver la cuarta",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Lo q me gusto es que se hizo eje de la jugada y jugadores ya consagrados como rodrigo y mbappe, lo hicieron sentir eje de la jugada.",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
poco a poco franco ... sigue soltando te y demostrando q también tienes con q para estar en el mejor equipo del mundo,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
denle un poquitito más de tiempo y va a ser una maquina imparable este chico.,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
El problema es cuando volteas a ver todas las demas jugadas de mastantuono y ahi cambia bastante la situacion,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Sin dudas un crack💪 Mastantuono, más jugadores como el",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
También es bueno rompiendole la cabeza a los demás,1,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Las veces que ví jugar a ese pibe dije ""Mirá vos""",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Solo otro argentino lo detuvo❤.😊,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Es crack mastan, pero nadie habla de rulli que es un arquerazo y vio perfecto la jugada para salir",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Lo critican mucho pero masta la manera de jugar me encanta, ojalá afine la definición y tenemos al mejor del mundo",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"La gente que lo critica debería de saber que el tipo se está adaptando hasta ahora, y que haga eso en un partido de champions demuestra la calidad de futbolista que es, agradezco ser de River por quintero y cuando vi a este tipo en River dije que ojalá hubiera nacido en mi país",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Solo un argentino puede parar a otro argentino,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Cuando se tome confianza y los demás no lo miren raro (LAS ESTRELLAS) este chico dará que hablar.,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Jugadorazo ✨ que siga así , para la selección 🇦🇷",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Merecía ser gol! Dale Crack, que lo mejor está por venir.",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Que bonito ver al hijo de Piero Hincapié triunfando,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Ese pelao es un crack saludos desde Medellín,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Buen jugador se le ve muy motivado,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Cuando se le abra el arco no lo para nadie a este pibe..,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Si Mastantuono logra pulir su técnica de definición será un jugador de mucho cuidado ☝🏻👀😯,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"menos mal que no fue gol xq sino empezaba  apensar que era el nuevo maradona, que jugadon",1,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Fue un jugadón hasta que el ego de hacer él el gol lo traicionó, tenía dos compañeros solos para definir",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Yamal se ríe jajajajaja,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Mastantuono es un jugadorazo la gente le exije mucho por tener 18 el tiempo me va a dar la razón va a terminar siendo todo un crack,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Con 18 años haciendo jugar al Real Madrid , sin palabras , eso hacen los cracks .",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Se imaginan el y lamine en una rivalidad sería increíble,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Lo que le falta es el regate y el regate en un extremo es demasiado importante de el resto tiene, cada vez que encara no pasa las oportunidades se acaban, pero es un jugador a proyección que crecen según entrenan con jugadores de tan alto nivel",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Muy buen jugador.. se va soltando de a poco franco 🔪✨️,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"El pibe es crack, lamentablemente ojalá la presión que tiene, inventada por el marketing del fútbol, comparandolo con Lamine Yamal no lo agobie. El tiene que concentrarse en mejorar, talento tiene de sobra",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Está tan bueno, que lo tuvieron que cambiar",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Al final era el pase al lado 👌,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Que falta nos hacía ayer con los brasileros,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
el papá de lesiones tamal jajajaja 😂😂😂,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Vamos franquito seguí creciendo, no te la creas y seguí mejorando",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Es un crack total Mastan,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
corre como un robot xD,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Jugadorazo Mastu!!!  Ojo con las paredes de Mbappé,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Me quedo con las jugadas de pedri del Barcelona está a otro nivel,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Lamine con 17 💀,1,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Es un crack este pibe,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Un crack, si tan solo supiera el momento de cuando largar la pelota como Messi sería top",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Vamos Franco rompela 🇦🇷,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"En Madrid, lo mínimo lo hacen extraordinario",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Si al último la tocaba ala izquierda era gol de mbappe, pero ya se perfila para ser un futuro crack, éxitos genio orgullo argentino",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Era dejarla al costadito para el 15 y acababa en gol. Está muu ansioso por su primer gol.,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Joyita, yo digo q seria un dupla infernal con Nico Paz, Nico parte del centro y Mastan del extremo, y se pueden ir alternando porq ambos pueden jugar en esas 2 posiciones, estaría épico ver como combinan 🤍🤍",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Creo que aunque se haya errado el gol bajo el arco..creo que es de reconocer a mastantuono que va a ser importante en el real..
Por el bien de la selección le deseo los mejores éxitos.  Soy de boca",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Bueno, ahora sí estamos viendo algo concreto destacable (una jugada, no un toque). Ojalá siga mejorando, por el bien de la selección.",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Vení Endrick , te vas a divertir",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Mastantuono respira
Espn:increíble lo que hace con 18 años🗣️🗣️🗣️🔥🔥🔥",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Sorprende el gol que se perdió 😂😂😂,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Le falta empezar a definir esas jugadas y va ser una bestia,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Que golazo.,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Si lamine tamal tenía 17 años y callo toda la champions con sus golazo,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Mira que me estaba re decepcionando su forma de jugar, pero esta fue un jugada zarpadaaa, que siga mostrando ese nivel y que deje de vender humo jaja",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Al argentino solo lo pudo parar otro argentino 😂,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Mastantuono es como un Zidane argentino,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Hay futuro en la selección,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
es bueno pero espn debe hacerle más marketing a este pibe,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Sigo creyendo que es una joya sin pulirse,  en unos meses va estar en los titulares.",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Actualización 17/02/2026: en 5 meses ese gol perdido fue lo mejor que hizo hasta acá,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Tan bueno que se comió un gol frente al arquero luego de un pase de Mbappe,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Una bestia 💪🏼,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
elogiable destellos de una estrella,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Legendarios mastantuono mbapoe,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Por un segundo pensé que era Toni kros,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
UN FANTASMA.,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Una bestia el pibe,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
El poder del número 30,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Era devuelta para Mbappe y era golazo, pero bien por Mastan es Crack",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Ufffff Qué bárbaro impresionante lo que hizo😅😅😅😅😅😅😅😅😅,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Soy bostero, pero veo los partidos del Madrid sólo por este pibe. Ojalá Xabi lo siga bancando y ayudandolo a pulirse, porque se notan esas pinceladas de crack.",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Mientras el tipo se mata haciendo una jugada, los relatores hablan de otra cosa ( en este caso Cristiano)",1,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Si si que golazo 😂😂😂,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
a dia de hoy 22/3 fue todo lo que hizo en el madrid,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"el man se ve que tiene futuro, pero ese vicio de la prensa agrandar jugadores antes de que lo hagan sus jugadas, igual que endrick",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Se enojo mastan .,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Son del diablo...pero este pibe huuffff...muchos exitos🎉🎉🎉😂😂😂,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Imagínense a endrick,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Cuando entró al área me paré y cuando no pudo hacer el gol pegué un salto y dije ""ay que gol casi hace""",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Un argentino después de tiempo en el Madrid,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Que terrible envejeció esto..,1,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Intrascendente la prensa argentina tiene mucho poder...,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Me gusta mucho de la mitad hacía arriba tiene demasiado potencial,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Que golazo del 🐔🐔 a no fue me estás jodiendo. Pero igual que jugadon papa. Jaja😂😂,1,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Opciones de pase a la derecha al 15 o al 2 u terminaba en gol , pero la cosa es estar en el momento y en el lugar.",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Ya parece que hay alguien que siga los pasos de Messi claro conservando distancias pero como todo argentino es aguerrido y tiene clase,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Que mal envejecieron los comentarios xd,1,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Que golazo 😅,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Cuando una jugada de mastantronco termine en gol avisen ❤,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Si sigue con la misma mentalidad, no hay techo para él",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Yamal sorprendió en la Champions a los 17 y solo porque son argentinos lo quieren hacer viral,2,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Activo el modo Messi después desapareció,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Todavía no me deslumbra, pero ojalá lo logre.",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Se siente la sangre argentina,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Y procede a comerse un gol frente el arco 😂. Igual hay futuro en ese muchacho,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Yo escuche que carvajal conducía el balón todo el partido,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Remonto pero el Árbitro 😂😂😂,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Todo esto de Mastan fue aprendido de su maestro Leo Messi❤💙❤️💙❤️💙❤️💙❤️💙❤️💙,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Hace que? Jajajajajajaja la jugada más tranquila de lamine 😅😅,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Tremendo jugador argentino,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Me hace acordar mucho a di María ❤️,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
ESPN siendo ESPN,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Que es lo sorprendente que no fue gol y que la mando tan larga que el portero llegó primero y luego chocaron 😮😮🤤🤤🤤,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Esto envejeció mal,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Tiene personalidad de Zidane,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Por eso le dieron la 10,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Si el hacía ese gol yo me retiraba del fútbol 😮,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Karl tiene 17 y las termina en gol todas.,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Uff si se la devolvía a embape era un golazo pero que futuro se le ve😮,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Dale pibe segui asi queremos la cuarta 🇦🇷,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
El único que con 18 años hace esto en Champions 😂😂😂,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Y esa jugada está aquí entre nosotros?,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Yo lo único que recuerdo es la pavada en el fallo del gol y supuestamente decían que era mejor que Yamal 😂😂,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"La hizo genial franco,pero tiro ina gambeta de mas al final era pase a guller y era gol seguro",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Solo por esa jugada pagaron $60millones.
Desde ese día no se lo vio más",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
"Vengo del futuro, plop",0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
El tiro libre mas caro del mundo,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Endrick  ya habría hecho goll,1,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Yamal a los 15 años hacia muchiiisimoo mas y magia pura el pana masta....queda corto😂,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
Lamine ya hacia esto con 16 años 🥱,0,SOLO 18 AÑOS Y YA SORPRENDE CON ESTAS JUGADAS EN L
